b'id',b'key',b'value',b'type'
b'13071329',b'created_by',b'JOSM',b'regular'
b'13071330',b'created_by',b'JOSM',b'regular'
b'13071331',b'created_by',b'JOSM',b'regular'
b'13071332',b'created_by',b'JOSM',b'regular'
b'13071333',b'created_by',b'JOSM',b'regular'
b'13071340',b'odbl',b'clean',b'regular'
b'13071341',b'odbl',b'clean',b'regular'
b'13071342',b'created_by',b'JOSM',b'regular'
b'13071343',b'created_by',b'JOSM',b'regular'
b'13071344',b'created_by',b'JOSM',b'regular'
b'13071345',b'odbl',b'clean',b'regular'
b'13071346',b'odbl',b'clean',b'regular'
b'13071347',b'odbl',b'clean',b'regular'
b'13071348',b'odbl',b'clean',b'regular'
b'13071349',b'odbl',b'clean',b'regular'
b'13071350',b'created_by',b'JOSM',b'regular'
b'13071351',b'created_by',b'JOSM',b'regular'
b'13071352',b'created_by',b'JOSM',b'regular'
b'13071353',b'created_by',b'JOSM',b'regular'
b'13071354',b'created_by',b'JOSM',b'regular'
b'13071355',b'created_by',b'JOSM',b'regular'
b'13071356',b'created_by',b'JOSM',b'regular'
b'13071357',b'created_by',b'JOSM',b'regular'
b'13071361',b'created_by',b'JOSM',b'regular'
b'13071362',b'created_by',b'JOSM',b'regular'
b'13071363',b'created_by',b'JOSM',b'regular'
b'13071364',b'created_by',b'JOSM',b'regular'
b'13071365',b'created_by',b'JOSM',b'regular'
b'13071366',b'created_by',b'JOSM',b'regular'
b'13071367',b'created_by',b'JOSM',b'regular'
b'13071368',b'created_by',b'JOSM',b'regular'
b'13071369',b'odbl',b'clean',b'regular'
b'13071371',b'created_by',b'JOSM',b'regular'
b'13071372',b'created_by',b'JOSM',b'regular'
b'13071375',b'created_by',b'JOSM',b'regular'
b'13071392',b'odbl',b'clean',b'regular'
b'13071400',b'created_by',b'JOSM',b'regular'
b'13071401',b'created_by',b'JOSM',b'regular'
b'13071402',b'created_by',b'JOSM',b'regular'
b'13071404',b'created_by',b'JOSM',b'regular'
b'13071405',b'created_by',b'JOSM',b'regular'
b'13071406',b'created_by',b'JOSM',b'regular'
b'13071407',b'created_by',b'JOSM',b'regular'
b'13071408',b'created_by',b'JOSM',b'regular'
b'13071409',b'created_by',b'JOSM',b'regular'
b'13071410',b'created_by',b'JOSM',b'regular'
b'13071411',b'created_by',b'JOSM',b'regular'
b'13071412',b'created_by',b'JOSM',b'regular'
b'13071413',b'created_by',b'JOSM',b'regular'
b'13071414',b'created_by',b'JOSM',b'regular'
b'13071415',b'created_by',b'JOSM',b'regular'
b'13071416',b'created_by',b'JOSM',b'regular'
b'13071417',b'created_by',b'JOSM',b'regular'
b'13071418',b'created_by',b'JOSM',b'regular'
b'13071419',b'created_by',b'JOSM',b'regular'
b'13071420',b'created_by',b'JOSM',b'regular'
b'13071421',b'created_by',b'JOSM',b'regular'
b'13071422',b'created_by',b'JOSM',b'regular'
b'13071423',b'created_by',b'JOSM',b'regular'
b'13071424',b'created_by',b'JOSM',b'regular'
b'13071425',b'created_by',b'JOSM',b'regular'
b'13071426',b'created_by',b'JOSM',b'regular'
b'13071427',b'created_by',b'JOSM',b'regular'
b'13071428',b'created_by',b'JOSM',b'regular'
b'13071429',b'created_by',b'JOSM',b'regular'
b'13071441',b'created_by',b'JOSM',b'regular'
b'13071443',b'created_by',b'JOSM',b'regular'
b'13071444',b'created_by',b'JOSM',b'regular'
b'13071446',b'created_by',b'JOSM',b'regular'
b'13071448',b'created_by',b'JOSM',b'regular'
b'13071449',b'created_by',b'JOSM',b'regular'
b'13071451',b'public_transport',b'stop_position',b'regular'
b'13564715',b'created_by',b'osmeditor2',b'regular'
b'13564724',b'created_by',b'osmeditor2',b'regular'
b'13564728',b'created_by',b'osmeditor2',b'regular'
b'13564729',b'created_by',b'osmeditor2',b'regular'
b'13564752',b'created_by',b'osmeditor2',b'regular'
b'13564754',b'created_by',b'osmeditor2',b'regular'
b'13564827',b'barrier',b'gate',b'regular'
b'13564829',b'created_by',b'osmeditor2',b'regular'
b'13564830',b'created_by',b'osmeditor2',b'regular'
b'13564833',b'created_by',b'osmeditor2',b'regular'
b'13564834',b'created_by',b'osmeditor2',b'regular'
b'13564835',b'created_by',b'osmeditor2',b'regular'
b'13564836',b'created_by',b'osmeditor2',b'regular'
b'13565094',b'created_by',b'osmeditor2',b'regular'
b'13565105',b'name',b'Two Brothers',b'regular'
b'13565105',b'amenity',b'pub',b'regular'
b'13565105',b'created_by',b'osmeditor2',b'regular'
b'13704719',b'source',b'PGS',b'regular'
b'13704895',b'source',b'PGS',b'regular'
b'13704896',b'source',b'PGS',b'regular'
b'13704903',b'source',b'PGS',b'regular'
b'13704904',b'source',b'PGS',b'regular'
b'13704906',b'source',b'PGS',b'regular'
b'13704907',b'source',b'PGS',b'regular'
b'13704910',b'source',b'PGS',b'regular'
b'13704918',b'source',b'PGS',b'regular'
b'13704963',b'source',b'PGS',b'regular'
b'13704969',b'source',b'PGS',b'regular'
b'13704970',b'source',b'PGS',b'regular'
b'13705005',b'source',b'PGS',b'regular'
b'13705008',b'source',b'PGS',b'regular'
b'13705008',b'created_by',b'almien_coastlines',b'regular'
b'13705010',b'source',b'PGS',b'regular'
b'13705015',b'source',b'PGS',b'regular'
b'13705092',b'source',b'PGS',b'regular'
b'13705098',b'source',b'PGS',b'regular'
b'13705099',b'source',b'PGS',b'regular'
b'13705114',b'source',b'PGS',b'regular'
b'13705115',b'source',b'PGS',b'regular'
b'13705116',b'source',b'PGS',b'regular'
b'13705120',b'source',b'PGS',b'regular'
b'13705124',b'source',b'PGS',b'regular'
b'13705129',b'source',b'PGS',b'regular'
b'13705134',b'source',b'PGS',b'regular'
b'13705136',b'source',b'PGS',b'regular'
b'13705137',b'source',b'PGS',b'regular'
b'13705138',b'source',b'PGS',b'regular'
b'13705147',b'source',b'PGS',b'regular'
b'13705150',b'source',b'PGS',b'regular'
b'13705169',b'source',b'PGS',b'regular'
b'13705173',b'source',b'PGS',b'regular'
b'13705176',b'source',b'PGS',b'regular'
b'13705176',b'created_by',b'almien_coastlines',b'regular'
b'13705177',b'source',b'PGS',b'regular'
b'13705177',b'created_by',b'almien_coastlines',b'regular'
b'13705178',b'source',b'PGS',b'regular'
b'13705182',b'source',b'PGS',b'regular'
b'13705187',b'source',b'PGS',b'regular'
b'13705191',b'source',b'PGS',b'regular'
b'13705195',b'source',b'PGS',b'regular'
b'13705200',b'source',b'PGS',b'regular'
b'13705203',b'source',b'PGS',b'regular'
b'13705204',b'source',b'PGS',b'regular'
b'13705205',b'source',b'PGS',b'regular'
b'13705209',b'source',b'PGS',b'regular'
b'13705209',b'created_by',b'almien_coastlines',b'regular'
b'13705215',b'source',b'PGS',b'regular'
b'13705217',b'source',b'PGS',b'regular'
b'13705218',b'source',b'PGS',b'regular'
b'13705219',b'source',b'PGS',b'regular'
b'13705242',b'source',b'PGS',b'regular'
b'13705243',b'source',b'PGS',b'regular'
b'13705245',b'source',b'PGS',b'regular'
b'13705250',b'source',b'PGS',b'regular'
b'13705252',b'source',b'PGS',b'regular'
b'13705256',b'source',b'PGS',b'regular'
b'13705270',b'source',b'PGS',b'regular'
b'13705273',b'source',b'PGS',b'regular'
b'13705277',b'source',b'PGS',b'regular'
b'13705281',b'source',b'PGS',b'regular'
b'13705286',b'source',b'PGS',b'regular'
b'13705312',b'source',b'PGS',b'regular'
b'13705355',b'source',b'PGS',b'regular'
b'13705484',b'source',b'PGS',b'regular'
b'13705628',b'source',b'PGS',b'regular'
b'13705633',b'source',b'PGS',b'regular'
b'13705643',b'source',b'PGS',b'regular'
b'13705644',b'source',b'PGS',b'regular'
b'13705655',b'source',b'PGS',b'regular'
b'13705663',b'source',b'PGS',b'regular'
b'13705693',b'source',b'PGS',b'regular'
b'13705716',b'source',b'PGS',b'regular'
b'13706068',b'source',b'PGS',b'regular'
b'13706085',b'source',b'PGS',b'regular'
b'13706090',b'source',b'PGS',b'regular'
b'13706093',b'source',b'PGS',b'regular'
b'13706098',b'source',b'PGS',b'regular'
b'13706105',b'source',b'PGS',b'regular'
b'13706121',b'source',b'PGS',b'regular'
b'13706134',b'source',b'PGS',b'regular'
b'13706142',b'source',b'PGS',b'regular'
b'13706175',b'source',b'PGS',b'regular'
b'13706227',b'source',b'PGS',b'regular'
b'13706228',b'source',b'PGS',b'regular'
b'13706229',b'source',b'PGS',b'regular'
b'13706247',b'source',b'PGS',b'regular'
b'13706249',b'source',b'PGS',b'regular'
b'13706252',b'source',b'PGS',b'regular'
b'13706256',b'source',b'PGS',b'regular'
b'13706265',b'source',b'PGS',b'regular'
b'13706270',b'source',b'PGS',b'regular'
b'13706274',b'source',b'PGS',b'regular'
b'13706279',b'source',b'PGS',b'regular'
b'13706286',b'source',b'PGS',b'regular'
b'13706296',b'source',b'PGS',b'regular'
b'13706309',b'source',b'PGS',b'regular'
b'13706327',b'source',b'PGS',b'regular'
b'13706331',b'source',b'PGS',b'regular'
b'13706332',b'source',b'PGS',b'regular'
b'13706333',b'source',b'PGS',b'regular'
b'13706334',b'source',b'PGS',b'regular'
b'13706339',b'source',b'PGS',b'regular'
b'13706357',b'source',b'PGS',b'regular'
b'13706367',b'source',b'PGS',b'regular'
b'13706370',b'source',b'PGS',b'regular'
b'13706389',b'source',b'PGS',b'regular'
b'13706400',b'source',b'PGS',b'regular'
b'13706414',b'source',b'PGS',b'regular'
b'13706423',b'source',b'PGS',b'regular'
b'13706428',b'source',b'PGS',b'regular'
b'13706434',b'source',b'PGS',b'regular'
b'13706435',b'source',b'PGS',b'regular'
b'13706452',b'source',b'PGS',b'regular'
b'13706454',b'source',b'PGS',b'regular'
b'13706461',b'source',b'PGS',b'regular'
b'13706472',b'source',b'PGS',b'regular'
b'13706473',b'source',b'PGS',b'regular'
b'13706476',b'source',b'PGS',b'regular'
b'13706518',b'source',b'PGS',b'regular'
b'13706524',b'source',b'PGS',b'regular'
b'13706531',b'source',b'PGS',b'regular'
b'13706543',b'source',b'PGS',b'regular'
b'13706587',b'source',b'PGS',b'regular'
b'13706593',b'source',b'PGS',b'regular'
b'13706596',b'source',b'PGS',b'regular'
b'13706614',b'source',b'PGS',b'regular'
b'13706617',b'source',b'PGS',b'regular'
b'13706626',b'source',b'PGS',b'regular'
b'13706627',b'source',b'PGS',b'regular'
b'13706640',b'source',b'PGS',b'regular'
b'13706641',b'source',b'PGS',b'regular'
b'13706655',b'source',b'PGS',b'regular'
b'13706656',b'source',b'PGS',b'regular'
b'13706658',b'source',b'PGS',b'regular'
b'13706659',b'source',b'PGS',b'regular'
b'13706662',b'source',b'PGS',b'regular'
b'13706663',b'source',b'PGS',b'regular'
b'13706665',b'source',b'PGS',b'regular'
b'13706676',b'source',b'PGS',b'regular'
b'13706712',b'source',b'PGS',b'regular'
b'13706736',b'source',b'PGS',b'regular'
b'13706815',b'source',b'PGS',b'regular'
b'13706856',b'source',b'PGS',b'regular'
b'13706893',b'source',b'PGS',b'regular'
b'13885525',b'odbl',b'clean',b'regular'
b'13885525',b'highway',b'mini_roundabout',b'regular'
b'13885525',b'direction',b'clockwise',b'regular'
b'14567154',b'highway',b'traffic_signals',b'regular'
b'14726178',b'odbl',b'clean',b'regular'
b'14726180',b'odbl',b'clean',b'regular'
b'14726184',b'highway',b'traffic_signals',b'regular'
b'14726187',b'highway',b'traffic_signals',b'regular'
b'14726558',b'highway',b'traffic_signals',b'regular'
b'14726569',b'created_by',b'JOSM',b'regular'
b'14727948',b'odbl',b'clean',b'regular'
b'14727970',b'odbl',b'clean',b'regular'
b'14727971',b'odbl',b'clean',b'regular'
b'14727976',b'odbl',b'clean',b'regular'
b'14727989',b'highway',b'traffic_signals',b'regular'
b'14727994',b'odbl',b'clean',b'regular'
b'14727999',b'bus',b'yes',b'regular'
b'14727999',b'public_transport',b'stop_position',b'regular'
b'14728000',b'odbl',b'clean',b'regular'
b'14743140',b'highway',b'traffic_signals',b'regular'
b'14743141',b'public_transport',b'stop_position',b'regular'
b'14743147',b'bicycle',b'yes',b'regular'
b'14743147',b'highway',b'crossing',b'regular'
b'14743147',b'crossing',b'traffic_signals',b'regular'
b'14743147',b'crossing_ref',b'toucan',b'regular'
b'14743150',b'highway',b'traffic_signals',b'regular'
b'14743160',b'highway',b'crossing',b'regular'
b'14743160',b'crossing',b'island;uncontrolled',b'regular'
b'14743160',b'sloped_curb',b'yes',b'regular'
b'14743160',b'tactile_paving',b'yes',b'regular'
b'14744287',b'highway',b'traffic_signals',b'regular'
b'14744293',b'created_by',b'JOSM',b'regular'
b'14744296',b'created_by',b'JOSM',b'regular'
b'14957853',b'created_by',b'osmeditor2',b'regular'
b'14962421',b'created_by',b'JOSM',b'regular'
b'14962425',b'created_by',b'JOSM',b'regular'
b'14962426',b'created_by',b'JOSM',b'regular'
b'14962427',b'created_by',b'JOSM',b'regular'
b'14962428',b'created_by',b'JOSM',b'regular'
b'14962429',b'created_by',b'JOSM',b'regular'
b'14962430',b'created_by',b'JOSM',b'regular'
b'14962432',b'created_by',b'JOSM',b'regular'
b'14962433',b'created_by',b'JOSM',b'regular'
b'14962434',b'created_by',b'JOSM',b'regular'
b'14962435',b'created_by',b'JOSM',b'regular'
b'14962436',b'created_by',b'JOSM',b'regular'
b'14962437',b'created_by',b'JOSM',b'regular'
b'14962438',b'created_by',b'JOSM',b'regular'
b'14962439',b'created_by',b'JOSM',b'regular'
b'14962440',b'created_by',b'JOSM',b'regular'
b'14962441',b'created_by',b'JOSM',b'regular'
b'14962443',b'created_by',b'JOSM',b'regular'
b'14962444',b'created_by',b'JOSM',b'regular'
b'14962445',b'created_by',b'JOSM',b'regular'
b'14962446',b'created_by',b'JOSM',b'regular'
b'14962447',b'created_by',b'JOSM',b'regular'
b'14962448',b'created_by',b'JOSM',b'regular'
b'14962449',b'created_by',b'JOSM',b'regular'
b'14962451',b'created_by',b'JOSM',b'regular'
b'14962452',b'created_by',b'JOSM',b'regular'
b'14962453',b'created_by',b'JOSM',b'regular'
b'14962454',b'created_by',b'JOSM',b'regular'
b'14962455',b'created_by',b'JOSM',b'regular'
b'14962457',b'created_by',b'JOSM',b'regular'
b'14962458',b'created_by',b'JOSM',b'regular'
b'14962459',b'created_by',b'JOSM',b'regular'
b'14962460',b'created_by',b'JOSM',b'regular'
b'14962461',b'created_by',b'JOSM',b'regular'
b'14962462',b'created_by',b'JOSM',b'regular'
b'14962464',b'created_by',b'JOSM',b'regular'
b'14962465',b'created_by',b'JOSM',b'regular'
b'14962466',b'created_by',b'JOSM',b'regular'
b'14962467',b'created_by',b'JOSM',b'regular'
b'14962468',b'created_by',b'JOSM',b'regular'
b'14962469',b'created_by',b'JOSM',b'regular'
b'14962470',b'created_by',b'JOSM',b'regular'
b'14962471',b'created_by',b'JOSM',b'regular'
b'14962472',b'created_by',b'JOSM',b'regular'
b'14962473',b'created_by',b'JOSM',b'regular'
b'14962474',b'created_by',b'JOSM',b'regular'
b'14962475',b'created_by',b'JOSM',b'regular'
b'14962476',b'created_by',b'JOSM',b'regular'
b'14962477',b'created_by',b'JOSM',b'regular'
b'14962478',b'created_by',b'JOSM',b'regular'
b'14962488',b'created_by',b'JOSM',b'regular'
b'14962489',b'created_by',b'JOSM',b'regular'
b'14962490',b'created_by',b'JOSM',b'regular'
b'14962498',b'created_by',b'JOSM',b'regular'
b'14962504',b'created_by',b'JOSM',b'regular'
b'14962515',b'created_by',b'JOSM',b'regular'
b'14962516',b'created_by',b'JOSM',b'regular'
b'14962517',b'created_by',b'JOSM',b'regular'
b'14962518',b'created_by',b'JOSM',b'regular'
b'14962519',b'created_by',b'JOSM',b'regular'
b'14962520',b'created_by',b'JOSM',b'regular'
b'14962521',b'created_by',b'JOSM',b'regular'
b'14962522',b'created_by',b'JOSM',b'regular'
b'14962523',b'created_by',b'JOSM',b'regular'
b'14964141',b'created_by',b'JOSM',b'regular'
b'14964142',b'created_by',b'JOSM',b'regular'
b'14964154',b'created_by',b'JOSM',b'regular'
b'14964155',b'created_by',b'JOSM',b'regular'
b'15028848',b'created_by',b'JOSM',b'regular'
b'15028853',b'created_by',b'JOSM',b'regular'
b'15028864',b'created_by',b'JOSM',b'regular'
b'15028866',b'created_by',b'JOSM',b'regular'
b'15028867',b'created_by',b'JOSM',b'regular'
b'15028868',b'created_by',b'JOSM',b'regular'
b'15028869',b'created_by',b'JOSM',b'regular'
b'15028875',b'created_by',b'JOSM',b'regular'
b'15028876',b'created_by',b'JOSM',b'regular'
b'15028881',b'created_by',b'JOSM',b'regular'
b'15028882',b'created_by',b'JOSM',b'regular'
b'15028883',b'created_by',b'JOSM',b'regular'
b'15028898',b'created_by',b'JOSM',b'regular'
b'15028904',b'created_by',b'JOSM',b'regular'
b'15028908',b'created_by',b'JOSM',b'regular'
b'15028909',b'created_by',b'JOSM',b'regular'
b'15028922',b'created_by',b'JOSM',b'regular'
b'15028923',b'created_by',b'JOSM',b'regular'
b'15033408',b'created_by',b'JOSM',b'regular'
b'15033411',b'created_by',b'JOSM',b'regular'
b'15033413',b'created_by',b'JOSM',b'regular'
b'15033414',b'created_by',b'JOSM',b'regular'
b'15033415',b'created_by',b'JOSM',b'regular'
b'15033416',b'created_by',b'JOSM',b'regular'
b'15033417',b'created_by',b'JOSM',b'regular'
b'15033421',b'created_by',b'JOSM',b'regular'
b'15033424',b'created_by',b'JOSM',b'regular'
b'15033429',b'created_by',b'JOSM',b'regular'
b'15033430',b'created_by',b'JOSM',b'regular'
b'15033431',b'created_by',b'JOSM',b'regular'
b'15033432',b'created_by',b'JOSM',b'regular'
b'15033433',b'created_by',b'JOSM',b'regular'
b'15033434',b'created_by',b'JOSM',b'regular'
b'15033435',b'created_by',b'JOSM',b'regular'
b'15033436',b'created_by',b'JOSM',b'regular'
b'15033448',b'created_by',b'JOSM',b'regular'
b'15360190',b'bicycle',b'designated',b'regular'
b'15360190',b'highway',b'crossing',b'regular'
b'15360190',b'crossing',b'traffic_signals',b'regular'
b'15360190',b'crossing_ref',b'toucan',b'regular'
b'15433284',b'created_by',b'JOSM',b'regular'
b'15433286',b'created_by',b'JOSM',b'regular'
b'15433287',b'created_by',b'JOSM',b'regular'
b'15433300',b'created_by',b'JOSM',b'regular'
b'15433301',b'created_by',b'JOSM',b'regular'
b'15433302',b'created_by',b'JOSM',b'regular'
b'15433303',b'created_by',b'JOSM',b'regular'
b'15433305',b'created_by',b'JOSM',b'regular'
b'15433306',b'created_by',b'JOSM',b'regular'
b'15837642',b'created_by',b'JOSM',b'regular'
b'15837643',b'created_by',b'JOSM',b'regular'
